group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
"day 1, part 2",,,,,879684.0,ns,10
"day 1, part 2",,,,,1744517.0,ns,20
"day 1, part 2",,,,,2612351.0,ns,30
"day 1, part 2",,,,,4221534.0,ns,40
"day 1, part 2",,,,,4384814.0,ns,50
"day 1, part 2",,,,,5309272.0,ns,60
"day 1, part 2",,,,,6938629.0,ns,70
"day 1, part 2",,,,,7013472.0,ns,80
"day 1, part 2",,,,,8805234.0,ns,90
"day 1, part 2",,,,,9106209.0,ns,100
"day 1, part 2",,,,,10074878.0,ns,110
"day 1, part 2",,,,,11744303.0,ns,120
"day 1, part 2",,,,,12568433.0,ns,130
"day 1, part 2",,,,,13519163.0,ns,140
"day 1, part 2",,,,,14268847.0,ns,150
"day 1, part 2",,,,,15538619.0,ns,160
"day 1, part 2",,,,,15696838.0,ns,170
"day 1, part 2",,,,,17185685.0,ns,180
"day 1, part 2",,,,,18124859.0,ns,190
"day 1, part 2",,,,,18788527.0,ns,200
"day 1, part 2",,,,,19852522.0,ns,210
"day 1, part 2",,,,,20501992.0,ns,220
"day 1, part 2",,,,,22023314.0,ns,230
"day 1, part 2",,,,,21480207.0,ns,240
"day 1, part 2",,,,,22138379.0,ns,250
"day 1, part 2",,,,,23295079.0,ns,260
"day 1, part 2",,,,,23795403.0,ns,270
"day 1, part 2",,,,,25789067.0,ns,280
"day 1, part 2",,,,,25858497.0,ns,290
"day 1, part 2",,,,,26916889.0,ns,300
"day 1, part 2",,,,,27717254.0,ns,310
"day 1, part 2",,,,,29235005.0,ns,320
"day 1, part 2",,,,,29230698.0,ns,330
"day 1, part 2",,,,,35525119.0,ns,340
"day 1, part 2",,,,,36363738.0,ns,350
"day 1, part 2",,,,,35177809.0,ns,360
"day 1, part 2",,,,,35914011.0,ns,370
"day 1, part 2",,,,,37377588.0,ns,380
"day 1, part 2",,,,,37861402.0,ns,390
"day 1, part 2",,,,,39701301.0,ns,400
"day 1, part 2",,,,,42080306.0,ns,410
"day 1, part 2",,,,,43469346.0,ns,420
"day 1, part 2",,,,,43368374.0,ns,430
"day 1, part 2",,,,,45153420.0,ns,440
"day 1, part 2",,,,,45972490.0,ns,450
"day 1, part 2",,,,,46113670.0,ns,460
"day 1, part 2",,,,,44641910.0,ns,470
"day 1, part 2",,,,,45873177.0,ns,480
"day 1, part 2",,,,,53038999.0,ns,490
"day 1, part 2",,,,,50499058.0,ns,500
"day 1, part 2",,,,,50330243.0,ns,510
"day 1, part 2",,,,,50274622.0,ns,520
"day 1, part 2",,,,,48090980.0,ns,530
"day 1, part 2",,,,,49317753.0,ns,540
"day 1, part 2",,,,,54559628.0,ns,550
"day 1, part 2",,,,,58079420.0,ns,560
"day 1, part 2",,,,,56286428.0,ns,570
"day 1, part 2",,,,,60273590.0,ns,580
"day 1, part 2",,,,,68478221.0,ns,590
"day 1, part 2",,,,,64453837.0,ns,600
"day 1, part 2",,,,,66957622.0,ns,610
"day 1, part 2",,,,,68084933.0,ns,620
"day 1, part 2",,,,,62146414.0,ns,630
"day 1, part 2",,,,,65401693.0,ns,640
"day 1, part 2",,,,,66598785.0,ns,650
"day 1, part 2",,,,,71873440.0,ns,660
"day 1, part 2",,,,,71623609.0,ns,670
"day 1, part 2",,,,,71671031.0,ns,680
"day 1, part 2",,,,,73794497.0,ns,690
"day 1, part 2",,,,,71107474.0,ns,700
"day 1, part 2",,,,,69041737.0,ns,710
"day 1, part 2",,,,,68483865.0,ns,720
"day 1, part 2",,,,,71970287.0,ns,730
"day 1, part 2",,,,,70438338.0,ns,740
"day 1, part 2",,,,,70043223.0,ns,750
"day 1, part 2",,,,,71143637.0,ns,760
"day 1, part 2",,,,,80244962.0,ns,770
"day 1, part 2",,,,,96274891.0,ns,780
"day 1, part 2",,,,,97181471.0,ns,790
"day 1, part 2",,,,,80934849.0,ns,800
"day 1, part 2",,,,,76862986.0,ns,810
"day 1, part 2",,,,,77821081.0,ns,820
"day 1, part 2",,,,,89388599.0,ns,830
"day 1, part 2",,,,,82219015.0,ns,840
"day 1, part 2",,,,,84574737.0,ns,850
"day 1, part 2",,,,,87008480.0,ns,860
"day 1, part 2",,,,,92361000.0,ns,870
"day 1, part 2",,,,,87872375.0,ns,880
"day 1, part 2",,,,,98233991.0,ns,890
"day 1, part 2",,,,,103237408.0,ns,900
"day 1, part 2",,,,,96077377.0,ns,910
"day 1, part 2",,,,,93282923.0,ns,920
"day 1, part 2",,,,,89880059.0,ns,930
"day 1, part 2",,,,,92653502.0,ns,940
"day 1, part 2",,,,,95191543.0,ns,950
"day 1, part 2",,,,,90570945.0,ns,960
"day 1, part 2",,,,,93221713.0,ns,970
"day 1, part 2",,,,,88385923.0,ns,980
"day 1, part 2",,,,,88379257.0,ns,990
"day 1, part 2",,,,,88691894.0,ns,1000
