group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
"day 2, part 1",,,,,1172580.0,ns,1
"day 2, part 1",,,,,2497313.0,ns,2
"day 2, part 1",,,,,5036857.0,ns,3
"day 2, part 1",,,,,5685448.0,ns,4
"day 2, part 1",,,,,5971123.0,ns,5
"day 2, part 1",,,,,7682032.0,ns,6
"day 2, part 1",,,,,8660615.0,ns,7
"day 2, part 1",,,,,10086665.0,ns,8
"day 2, part 1",,,,,11347153.0,ns,9
"day 2, part 1",,,,,11878456.0,ns,10
"day 2, part 1",,,,,14521223.0,ns,11
"day 2, part 1",,,,,19367985.0,ns,12
"day 2, part 1",,,,,20642104.0,ns,13
"day 2, part 1",,,,,20334440.0,ns,14
"day 2, part 1",,,,,19659853.0,ns,15
"day 2, part 1",,,,,20444649.0,ns,16
"day 2, part 1",,,,,22199511.0,ns,17
"day 2, part 1",,,,,23441593.0,ns,18
"day 2, part 1",,,,,25114358.0,ns,19
"day 2, part 1",,,,,24968896.0,ns,20
"day 2, part 1",,,,,28241118.0,ns,21
"day 2, part 1",,,,,28384445.0,ns,22
"day 2, part 1",,,,,29663837.0,ns,23
"day 2, part 1",,,,,30981000.0,ns,24
"day 2, part 1",,,,,32614369.0,ns,25
"day 2, part 1",,,,,34977122.0,ns,26
"day 2, part 1",,,,,38033510.0,ns,27
"day 2, part 1",,,,,38388921.0,ns,28
"day 2, part 1",,,,,36926633.0,ns,29
"day 2, part 1",,,,,37523616.0,ns,30
"day 2, part 1",,,,,39893849.0,ns,31
"day 2, part 1",,,,,42224253.0,ns,32
"day 2, part 1",,,,,42191988.0,ns,33
"day 2, part 1",,,,,43056436.0,ns,34
"day 2, part 1",,,,,50628662.0,ns,35
"day 2, part 1",,,,,48306739.0,ns,36
"day 2, part 1",,,,,46958547.0,ns,37
"day 2, part 1",,,,,50376089.0,ns,38
"day 2, part 1",,,,,55960551.0,ns,39
"day 2, part 1",,,,,51621022.0,ns,40
"day 2, part 1",,,,,51183337.0,ns,41
"day 2, part 1",,,,,54337338.0,ns,42
"day 2, part 1",,,,,54961677.0,ns,43
"day 2, part 1",,,,,58485960.0,ns,44
"day 2, part 1",,,,,60177006.0,ns,45
"day 2, part 1",,,,,59947311.0,ns,46
"day 2, part 1",,,,,61834352.0,ns,47
"day 2, part 1",,,,,65663897.0,ns,48
"day 2, part 1",,,,,63970012.0,ns,49
"day 2, part 1",,,,,66956580.0,ns,50
"day 2, part 1",,,,,67286559.0,ns,51
"day 2, part 1",,,,,68527213.0,ns,52
"day 2, part 1",,,,,62818290.0,ns,53
"day 2, part 1",,,,,66087471.0,ns,54
"day 2, part 1",,,,,65701303.0,ns,55
"day 2, part 1",,,,,65647880.0,ns,56
"day 2, part 1",,,,,68212848.0,ns,57
"day 2, part 1",,,,,72619082.0,ns,58
"day 2, part 1",,,,,75002532.0,ns,59
"day 2, part 1",,,,,74013094.0,ns,60
"day 2, part 1",,,,,74351598.0,ns,61
"day 2, part 1",,,,,74192218.0,ns,62
"day 2, part 1",,,,,74583272.0,ns,63
"day 2, part 1",,,,,75633926.0,ns,64
"day 2, part 1",,,,,77339160.0,ns,65
"day 2, part 1",,,,,77992432.0,ns,66
"day 2, part 1",,,,,79030436.0,ns,67
"day 2, part 1",,,,,81141220.0,ns,68
"day 2, part 1",,,,,79236135.0,ns,69
"day 2, part 1",,,,,84284134.0,ns,70
"day 2, part 1",,,,,83833161.0,ns,71
"day 2, part 1",,,,,84478914.0,ns,72
"day 2, part 1",,,,,84454666.0,ns,73
"day 2, part 1",,,,,88076947.0,ns,74
"day 2, part 1",,,,,88890151.0,ns,75
"day 2, part 1",,,,,88616989.0,ns,76
"day 2, part 1",,,,,90399348.0,ns,77
"day 2, part 1",,,,,91053073.0,ns,78
"day 2, part 1",,,,,92591026.0,ns,79
"day 2, part 1",,,,,94711770.0,ns,80
"day 2, part 1",,,,,93619141.0,ns,81
"day 2, part 1",,,,,97504958.0,ns,82
"day 2, part 1",,,,,97400691.0,ns,83
"day 2, part 1",,,,,98597798.0,ns,84
"day 2, part 1",,,,,98718670.0,ns,85
"day 2, part 1",,,,,101623880.0,ns,86
"day 2, part 1",,,,,103869725.0,ns,87
"day 2, part 1",,,,,101299761.0,ns,88
"day 2, part 1",,,,,103047005.0,ns,89
"day 2, part 1",,,,,104408015.0,ns,90
"day 2, part 1",,,,,106328207.0,ns,91
"day 2, part 1",,,,,108470391.0,ns,92
"day 2, part 1",,,,,107690017.0,ns,93
"day 2, part 1",,,,,115281461.0,ns,94
"day 2, part 1",,,,,112327680.0,ns,95
"day 2, part 1",,,,,110458421.0,ns,96
"day 2, part 1",,,,,112822312.0,ns,97
"day 2, part 1",,,,,113283384.0,ns,98
"day 2, part 1",,,,,114350465.0,ns,99
"day 2, part 1",,,,,115417063.0,ns,100
