group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
"day 1, part 1",,,,,926114.0,ns,53
"day 1, part 1",,,,,2101359.0,ns,106
"day 1, part 1",,,,,3710490.0,ns,159
"day 1, part 1",,,,,4791775.0,ns,212
"day 1, part 1",,,,,4544432.0,ns,265
"day 1, part 1",,,,,5028685.0,ns,318
"day 1, part 1",,,,,5912512.0,ns,371
"day 1, part 1",,,,,6607340.0,ns,424
"day 1, part 1",,,,,7747124.0,ns,477
"day 1, part 1",,,,,8626851.0,ns,530
"day 1, part 1",,,,,9512702.0,ns,583
"day 1, part 1",,,,,10734511.0,ns,636
"day 1, part 1",,,,,12496157.0,ns,689
"day 1, part 1",,,,,12182382.0,ns,742
"day 1, part 1",,,,,13564508.0,ns,795
"day 1, part 1",,,,,14923705.0,ns,848
"day 1, part 1",,,,,15702352.0,ns,901
"day 1, part 1",,,,,16103210.0,ns,954
"day 1, part 1",,,,,16262695.0,ns,1007
"day 1, part 1",,,,,16368371.0,ns,1060
"day 1, part 1",,,,,17520626.0,ns,1113
"day 1, part 1",,,,,18509027.0,ns,1166
"day 1, part 1",,,,,19354237.0,ns,1219
"day 1, part 1",,,,,21099037.0,ns,1272
"day 1, part 1",,,,,21778342.0,ns,1325
"day 1, part 1",,,,,22078370.0,ns,1378
"day 1, part 1",,,,,22605888.0,ns,1431
"day 1, part 1",,,,,23724418.0,ns,1484
"day 1, part 1",,,,,25412366.0,ns,1537
"day 1, part 1",,,,,27621003.0,ns,1590
"day 1, part 1",,,,,27112000.0,ns,1643
"day 1, part 1",,,,,28836137.0,ns,1696
"day 1, part 1",,,,,29693787.0,ns,1749
"day 1, part 1",,,,,29026163.0,ns,1802
"day 1, part 1",,,,,29252796.0,ns,1855
"day 1, part 1",,,,,44210047.0,ns,1908
"day 1, part 1",,,,,44654770.0,ns,1961
"day 1, part 1",,,,,40518305.0,ns,2014
"day 1, part 1",,,,,33500489.0,ns,2067
"day 1, part 1",,,,,34873445.0,ns,2120
"day 1, part 1",,,,,34841926.0,ns,2173
"day 1, part 1",,,,,36425605.0,ns,2226
"day 1, part 1",,,,,38544266.0,ns,2279
"day 1, part 1",,,,,37454299.0,ns,2332
"day 1, part 1",,,,,38272718.0,ns,2385
"day 1, part 1",,,,,39603582.0,ns,2438
"day 1, part 1",,,,,41698277.0,ns,2491
"day 1, part 1",,,,,40700634.0,ns,2544
"day 1, part 1",,,,,42311621.0,ns,2597
"day 1, part 1",,,,,42364683.0,ns,2650
"day 1, part 1",,,,,46562388.0,ns,2703
"day 1, part 1",,,,,49822973.0,ns,2756
"day 1, part 1",,,,,47625158.0,ns,2809
"day 1, part 1",,,,,45974120.0,ns,2862
"day 1, part 1",,,,,46318882.0,ns,2915
"day 1, part 1",,,,,46875594.0,ns,2968
"day 1, part 1",,,,,49243842.0,ns,3021
"day 1, part 1",,,,,50974425.0,ns,3074
"day 1, part 1",,,,,49677151.0,ns,3127
"day 1, part 1",,,,,49870023.0,ns,3180
"day 1, part 1",,,,,52827797.0,ns,3233
"day 1, part 1",,,,,62161543.0,ns,3286
"day 1, part 1",,,,,58800231.0,ns,3339
"day 1, part 1",,,,,63141577.0,ns,3392
"day 1, part 1",,,,,61741433.0,ns,3445
"day 1, part 1",,,,,61775902.0,ns,3498
"day 1, part 1",,,,,63709236.0,ns,3551
"day 1, part 1",,,,,62608739.0,ns,3604
"day 1, part 1",,,,,76093491.0,ns,3657
"day 1, part 1",,,,,63128217.0,ns,3710
"day 1, part 1",,,,,68895672.0,ns,3763
"day 1, part 1",,,,,68645134.0,ns,3816
"day 1, part 1",,,,,89571322.0,ns,3869
"day 1, part 1",,,,,72491773.0,ns,3922
"day 1, part 1",,,,,95280302.0,ns,3975
"day 1, part 1",,,,,69605164.0,ns,4028
"day 1, part 1",,,,,67112059.0,ns,4081
"day 1, part 1",,,,,76760187.0,ns,4134
"day 1, part 1",,,,,88557835.0,ns,4187
"day 1, part 1",,,,,76958113.0,ns,4240
"day 1, part 1",,,,,69982120.0,ns,4293
"day 1, part 1",,,,,73831856.0,ns,4346
"day 1, part 1",,,,,75705089.0,ns,4399
"day 1, part 1",,,,,74614191.0,ns,4452
"day 1, part 1",,,,,74875953.0,ns,4505
"day 1, part 1",,,,,80787117.0,ns,4558
"day 1, part 1",,,,,75837106.0,ns,4611
"day 1, part 1",,,,,75893239.0,ns,4664
"day 1, part 1",,,,,77591744.0,ns,4717
"day 1, part 1",,,,,83729672.0,ns,4770
"day 1, part 1",,,,,84114098.0,ns,4823
"day 1, part 1",,,,,109282050.0,ns,4876
"day 1, part 1",,,,,82163930.0,ns,4929
"day 1, part 1",,,,,80852501.0,ns,4982
"day 1, part 1",,,,,93944734.0,ns,5035
"day 1, part 1",,,,,80197336.0,ns,5088
"day 1, part 1",,,,,82248521.0,ns,5141
"day 1, part 1",,,,,89422340.0,ns,5194
"day 1, part 1",,,,,104972296.0,ns,5247
"day 1, part 1",,,,,90304397.0,ns,5300
