group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
"day 4, part 2",,,,,1652518.0,ns,2
"day 4, part 2",,,,,2482956.0,ns,4
"day 4, part 2",,,,,3567638.0,ns,6
"day 4, part 2",,,,,4888888.0,ns,8
"day 4, part 2",,,,,6346144.0,ns,10
"day 4, part 2",,,,,7029106.0,ns,12
"day 4, part 2",,,,,8796332.0,ns,14
"day 4, part 2",,,,,10128274.0,ns,16
"day 4, part 2",,,,,11597232.0,ns,18
"day 4, part 2",,,,,12147674.0,ns,20
"day 4, part 2",,,,,13270566.0,ns,22
"day 4, part 2",,,,,15393980.0,ns,24
"day 4, part 2",,,,,15943350.0,ns,26
"day 4, part 2",,,,,17305219.0,ns,28
"day 4, part 2",,,,,19674661.0,ns,30
"day 4, part 2",,,,,19636084.0,ns,32
"day 4, part 2",,,,,26349843.0,ns,34
"day 4, part 2",,,,,27279295.0,ns,36
"day 4, part 2",,,,,27783952.0,ns,38
"day 4, part 2",,,,,27735332.0,ns,40
"day 4, part 2",,,,,26072592.0,ns,42
"day 4, part 2",,,,,26481199.0,ns,44
"day 4, part 2",,,,,29596114.0,ns,46
"day 4, part 2",,,,,29442181.0,ns,48
"day 4, part 2",,,,,30147774.0,ns,50
"day 4, part 2",,,,,32590495.0,ns,52
"day 4, part 2",,,,,32633964.0,ns,54
"day 4, part 2",,,,,34579057.0,ns,56
"day 4, part 2",,,,,36141029.0,ns,58
"day 4, part 2",,,,,36234976.0,ns,60
"day 4, part 2",,,,,37930135.0,ns,62
"day 4, part 2",,,,,40602928.0,ns,64
"day 4, part 2",,,,,41189728.0,ns,66
"day 4, part 2",,,,,42934689.0,ns,68
"day 4, part 2",,,,,49609055.0,ns,70
"day 4, part 2",,,,,45339400.0,ns,72
"day 4, part 2",,,,,45413491.0,ns,74
"day 4, part 2",,,,,47105349.0,ns,76
"day 4, part 2",,,,,49361424.0,ns,78
"day 4, part 2",,,,,49207368.0,ns,80
"day 4, part 2",,,,,60538957.0,ns,82
"day 4, part 2",,,,,66580748.0,ns,84
"day 4, part 2",,,,,54922541.0,ns,86
"day 4, part 2",,,,,63666443.0,ns,88
"day 4, part 2",,,,,66980646.0,ns,90
"day 4, part 2",,,,,60654314.0,ns,92
"day 4, part 2",,,,,57695386.0,ns,94
"day 4, part 2",,,,,58717186.0,ns,96
"day 4, part 2",,,,,59418136.0,ns,98
"day 4, part 2",,,,,61236681.0,ns,100
"day 4, part 2",,,,,66376564.0,ns,102
"day 4, part 2",,,,,63063712.0,ns,104
"day 4, part 2",,,,,64896914.0,ns,106
"day 4, part 2",,,,,65439399.0,ns,108
"day 4, part 2",,,,,67910746.0,ns,110
"day 4, part 2",,,,,69736321.0,ns,112
"day 4, part 2",,,,,70927154.0,ns,114
"day 4, part 2",,,,,71595391.0,ns,116
"day 4, part 2",,,,,73686518.0,ns,118
"day 4, part 2",,,,,73003546.0,ns,120
"day 4, part 2",,,,,87776514.0,ns,122
"day 4, part 2",,,,,84788510.0,ns,124
"day 4, part 2",,,,,78557378.0,ns,126
"day 4, part 2",,,,,78444877.0,ns,128
"day 4, part 2",,,,,80444368.0,ns,130
"day 4, part 2",,,,,80967452.0,ns,132
"day 4, part 2",,,,,82073973.0,ns,134
"day 4, part 2",,,,,99389661.0,ns,136
"day 4, part 2",,,,,95595474.0,ns,138
"day 4, part 2",,,,,96390253.0,ns,140
"day 4, part 2",,,,,97134735.0,ns,142
"day 4, part 2",,,,,93848365.0,ns,144
"day 4, part 2",,,,,94359585.0,ns,146
"day 4, part 2",,,,,104452825.0,ns,148
"day 4, part 2",,,,,92099844.0,ns,150
"day 4, part 2",,,,,93605891.0,ns,152
"day 4, part 2",,,,,96074915.0,ns,154
"day 4, part 2",,,,,95714908.0,ns,156
"day 4, part 2",,,,,99446552.0,ns,158
"day 4, part 2",,,,,98859024.0,ns,160
"day 4, part 2",,,,,101525111.0,ns,162
"day 4, part 2",,,,,100759816.0,ns,164
"day 4, part 2",,,,,103298605.0,ns,166
"day 4, part 2",,,,,105889059.0,ns,168
"day 4, part 2",,,,,120775181.0,ns,170
"day 4, part 2",,,,,106903070.0,ns,172
"day 4, part 2",,,,,105880813.0,ns,174
"day 4, part 2",,,,,109982050.0,ns,176
"day 4, part 2",,,,,110740834.0,ns,178
"day 4, part 2",,,,,120009645.0,ns,180
"day 4, part 2",,,,,117068627.0,ns,182
"day 4, part 2",,,,,113014790.0,ns,184
"day 4, part 2",,,,,114681936.0,ns,186
"day 4, part 2",,,,,128802644.0,ns,188
"day 4, part 2",,,,,122141876.0,ns,190
"day 4, part 2",,,,,117429242.0,ns,192
"day 4, part 2",,,,,118726856.0,ns,194
"day 4, part 2",,,,,123781651.0,ns,196
"day 4, part 2",,,,,121766904.0,ns,198
"day 4, part 2",,,,,122933211.0,ns,200
