group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
"day 3, part 1",,,,,1927034.0,ns,2
"day 3, part 1",,,,,3713200.0,ns,4
"day 3, part 1",,,,,6026004.0,ns,6
"day 3, part 1",,,,,7624681.0,ns,8
"day 3, part 1",,,,,10636459.0,ns,10
"day 3, part 1",,,,,11221236.0,ns,12
"day 3, part 1",,,,,15398659.0,ns,14
"day 3, part 1",,,,,15404433.0,ns,16
"day 3, part 1",,,,,16673927.0,ns,18
"day 3, part 1",,,,,25274426.0,ns,20
"day 3, part 1",,,,,32882639.0,ns,22
"day 3, part 1",,,,,34354332.0,ns,24
"day 3, part 1",,,,,26633247.0,ns,26
"day 3, part 1",,,,,27041994.0,ns,28
"day 3, part 1",,,,,28477213.0,ns,30
"day 3, part 1",,,,,28317921.0,ns,32
"day 3, part 1",,,,,30528890.0,ns,34
"day 3, part 1",,,,,31944386.0,ns,36
"day 3, part 1",,,,,33937598.0,ns,38
"day 3, part 1",,,,,35526506.0,ns,40
"day 3, part 1",,,,,36735946.0,ns,42
"day 3, part 1",,,,,38804450.0,ns,44
"day 3, part 1",,,,,40083473.0,ns,46
"day 3, part 1",,,,,47847303.0,ns,48
"day 3, part 1",,,,,50097407.0,ns,50
"day 3, part 1",,,,,51048939.0,ns,52
"day 3, part 1",,,,,54883984.0,ns,54
"day 3, part 1",,,,,55127094.0,ns,56
"day 3, part 1",,,,,57920893.0,ns,58
"day 3, part 1",,,,,54990991.0,ns,60
"day 3, part 1",,,,,59084333.0,ns,62
"day 3, part 1",,,,,62282716.0,ns,64
"day 3, part 1",,,,,59857288.0,ns,66
"day 3, part 1",,,,,60065135.0,ns,68
"day 3, part 1",,,,,62999862.0,ns,70
"day 3, part 1",,,,,67203543.0,ns,72
"day 3, part 1",,,,,66678428.0,ns,74
"day 3, part 1",,,,,68180710.0,ns,76
"day 3, part 1",,,,,68094901.0,ns,78
"day 3, part 1",,,,,70076918.0,ns,80
"day 3, part 1",,,,,71980899.0,ns,82
"day 3, part 1",,,,,73204519.0,ns,84
"day 3, part 1",,,,,77333151.0,ns,86
"day 3, part 1",,,,,77737452.0,ns,88
"day 3, part 1",,,,,80214456.0,ns,90
"day 3, part 1",,,,,82266280.0,ns,92
"day 3, part 1",,,,,83291160.0,ns,94
"day 3, part 1",,,,,88913353.0,ns,96
"day 3, part 1",,,,,93725010.0,ns,98
"day 3, part 1",,,,,90296045.0,ns,100
"day 3, part 1",,,,,95695586.0,ns,102
"day 3, part 1",,,,,102833141.0,ns,104
"day 3, part 1",,,,,103811025.0,ns,106
"day 3, part 1",,,,,106683636.0,ns,108
"day 3, part 1",,,,,103167476.0,ns,110
"day 3, part 1",,,,,109320633.0,ns,112
"day 3, part 1",,,,,104810696.0,ns,114
"day 3, part 1",,,,,125498073.0,ns,116
"day 3, part 1",,,,,163818153.0,ns,118
"day 3, part 1",,,,,151126792.0,ns,120
"day 3, part 1",,,,,128294660.0,ns,122
"day 3, part 1",,,,,115551720.0,ns,124
"day 3, part 1",,,,,126759119.0,ns,126
"day 3, part 1",,,,,129481844.0,ns,128
"day 3, part 1",,,,,122349795.0,ns,130
"day 3, part 1",,,,,124585096.0,ns,132
"day 3, part 1",,,,,128003356.0,ns,134
"day 3, part 1",,,,,131491508.0,ns,136
"day 3, part 1",,,,,128495431.0,ns,138
"day 3, part 1",,,,,124429460.0,ns,140
"day 3, part 1",,,,,126810086.0,ns,142
"day 3, part 1",,,,,128709363.0,ns,144
"day 3, part 1",,,,,134948159.0,ns,146
"day 3, part 1",,,,,132893008.0,ns,148
"day 3, part 1",,,,,139289826.0,ns,150
"day 3, part 1",,,,,138462281.0,ns,152
"day 3, part 1",,,,,142869504.0,ns,154
"day 3, part 1",,,,,144109353.0,ns,156
"day 3, part 1",,,,,141164794.0,ns,158
"day 3, part 1",,,,,141039061.0,ns,160
"day 3, part 1",,,,,143928706.0,ns,162
"day 3, part 1",,,,,145574249.0,ns,164
"day 3, part 1",,,,,147376622.0,ns,166
"day 3, part 1",,,,,148197985.0,ns,168
"day 3, part 1",,,,,148606646.0,ns,170
"day 3, part 1",,,,,149354457.0,ns,172
"day 3, part 1",,,,,155515761.0,ns,174
"day 3, part 1",,,,,158048982.0,ns,176
"day 3, part 1",,,,,159768818.0,ns,178
"day 3, part 1",,,,,158643827.0,ns,180
"day 3, part 1",,,,,156854122.0,ns,182
"day 3, part 1",,,,,159547725.0,ns,184
"day 3, part 1",,,,,159587680.0,ns,186
"day 3, part 1",,,,,167300325.0,ns,188
"day 3, part 1",,,,,171295259.0,ns,190
"day 3, part 1",,,,,168441305.0,ns,192
"day 3, part 1",,,,,180343176.0,ns,194
"day 3, part 1",,,,,169475168.0,ns,196
"day 3, part 1",,,,,175767831.0,ns,198
"day 3, part 1",,,,,171757894.0,ns,200
