group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
"day 5, part 2",,,,,1154556.0,ns,9
"day 5, part 2",,,,,2279956.0,ns,18
"day 5, part 2",,,,,3849220.0,ns,27
"day 5, part 2",,,,,4067351.0,ns,36
"day 5, part 2",,,,,5206277.0,ns,45
"day 5, part 2",,,,,5837779.0,ns,54
"day 5, part 2",,,,,7204208.0,ns,63
"day 5, part 2",,,,,9191853.0,ns,72
"day 5, part 2",,,,,10371491.0,ns,81
"day 5, part 2",,,,,11845878.0,ns,90
"day 5, part 2",,,,,11339425.0,ns,99
"day 5, part 2",,,,,12565668.0,ns,108
"day 5, part 2",,,,,12837238.0,ns,117
"day 5, part 2",,,,,14140575.0,ns,126
"day 5, part 2",,,,,14630979.0,ns,135
"day 5, part 2",,,,,16310179.0,ns,144
"day 5, part 2",,,,,16881418.0,ns,153
"day 5, part 2",,,,,17926757.0,ns,162
"day 5, part 2",,,,,18685086.0,ns,171
"day 5, part 2",,,,,21991305.0,ns,180
"day 5, part 2",,,,,23851098.0,ns,189
"day 5, part 2",,,,,22194026.0,ns,198
"day 5, part 2",,,,,22499068.0,ns,207
"day 5, part 2",,,,,27724785.0,ns,216
"day 5, part 2",,,,,25130275.0,ns,225
"day 5, part 2",,,,,25578456.0,ns,234
"day 5, part 2",,,,,26435216.0,ns,243
"day 5, part 2",,,,,28507592.0,ns,252
"day 5, part 2",,,,,28043323.0,ns,261
"day 5, part 2",,,,,29290731.0,ns,270
"day 5, part 2",,,,,32844280.0,ns,279
"day 5, part 2",,,,,32215057.0,ns,288
"day 5, part 2",,,,,32086532.0,ns,297
"day 5, part 2",,,,,33254468.0,ns,306
"day 5, part 2",,,,,33936272.0,ns,315
"day 5, part 2",,,,,35832625.0,ns,324
"day 5, part 2",,,,,36639383.0,ns,333
"day 5, part 2",,,,,38726439.0,ns,342
"day 5, part 2",,,,,39170445.0,ns,351
"day 5, part 2",,,,,39369517.0,ns,360
"day 5, part 2",,,,,42165458.0,ns,369
"day 5, part 2",,,,,43331485.0,ns,378
"day 5, part 2",,,,,49626643.0,ns,387
"day 5, part 2",,,,,53591228.0,ns,396
"day 5, part 2",,,,,49136266.0,ns,405
"day 5, part 2",,,,,51319960.0,ns,414
"day 5, part 2",,,,,51282627.0,ns,423
"day 5, part 2",,,,,48743635.0,ns,432
"day 5, part 2",,,,,48596349.0,ns,441
"day 5, part 2",,,,,51920781.0,ns,450
"day 5, part 2",,,,,54631321.0,ns,459
"day 5, part 2",,,,,54291761.0,ns,468
"day 5, part 2",,,,,53132796.0,ns,477
"day 5, part 2",,,,,56036897.0,ns,486
"day 5, part 2",,,,,59499249.0,ns,495
"day 5, part 2",,,,,54467757.0,ns,504
"day 5, part 2",,,,,58639957.0,ns,513
"day 5, part 2",,,,,61438135.0,ns,522
"day 5, part 2",,,,,62497078.0,ns,531
"day 5, part 2",,,,,60208543.0,ns,540
"day 5, part 2",,,,,63675156.0,ns,549
"day 5, part 2",,,,,63414869.0,ns,558
"day 5, part 2",,,,,74798101.0,ns,567
"day 5, part 2",,,,,67209227.0,ns,576
"day 5, part 2",,,,,65180091.0,ns,585
"day 5, part 2",,,,,66249828.0,ns,594
"day 5, part 2",,,,,79883385.0,ns,603
"day 5, part 2",,,,,84924281.0,ns,612
"day 5, part 2",,,,,72369136.0,ns,621
"day 5, part 2",,,,,69697500.0,ns,630
"day 5, part 2",,,,,71671971.0,ns,639
"day 5, part 2",,,,,78928388.0,ns,648
"day 5, part 2",,,,,85431998.0,ns,657
"day 5, part 2",,,,,80928417.0,ns,666
"day 5, part 2",,,,,78459535.0,ns,675
"day 5, part 2",,,,,88307404.0,ns,684
"day 5, part 2",,,,,99867049.0,ns,693
"day 5, part 2",,,,,86729340.0,ns,702
"day 5, part 2",,,,,95495686.0,ns,711
"day 5, part 2",,,,,95056812.0,ns,720
"day 5, part 2",,,,,88956101.0,ns,729
"day 5, part 2",,,,,84293132.0,ns,738
"day 5, part 2",,,,,90931460.0,ns,747
"day 5, part 2",,,,,90816313.0,ns,756
"day 5, part 2",,,,,91578356.0,ns,765
"day 5, part 2",,,,,93616155.0,ns,774
"day 5, part 2",,,,,96493041.0,ns,783
"day 5, part 2",,,,,87445757.0,ns,792
"day 5, part 2",,,,,105583000.0,ns,801
"day 5, part 2",,,,,102000119.0,ns,810
"day 5, part 2",,,,,103857233.0,ns,819
"day 5, part 2",,,,,92603964.0,ns,828
"day 5, part 2",,,,,92068455.0,ns,837
"day 5, part 2",,,,,104514952.0,ns,846
"day 5, part 2",,,,,105939319.0,ns,855
"day 5, part 2",,,,,105154622.0,ns,864
"day 5, part 2",,,,,109126142.0,ns,873
"day 5, part 2",,,,,147249165.0,ns,882
"day 5, part 2",,,,,143257372.0,ns,891
"day 5, part 2",,,,,138559919.0,ns,900
