group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
"day 3, part 2",,,,,51311585.0,ns,9
"day 3, part 2",,,,,57311021.0,ns,9
"day 3, part 2",,,,,46942560.0,ns,9
"day 3, part 2",,,,,55311653.0,ns,9
"day 3, part 2",,,,,46543723.0,ns,9
"day 3, part 2",,,,,64121568.0,ns,9
"day 3, part 2",,,,,69950292.0,ns,9
"day 3, part 2",,,,,48112759.0,ns,9
"day 3, part 2",,,,,50040119.0,ns,9
"day 3, part 2",,,,,49839892.0,ns,9
"day 3, part 2",,,,,47230858.0,ns,9
"day 3, part 2",,,,,46507291.0,ns,9
"day 3, part 2",,,,,46715385.0,ns,9
"day 3, part 2",,,,,46229215.0,ns,9
"day 3, part 2",,,,,58092838.0,ns,9
"day 3, part 2",,,,,58861833.0,ns,9
"day 3, part 2",,,,,55331196.0,ns,9
"day 3, part 2",,,,,57754282.0,ns,9
"day 3, part 2",,,,,55129381.0,ns,9
"day 3, part 2",,,,,56374023.0,ns,9
"day 3, part 2",,,,,52096405.0,ns,9
"day 3, part 2",,,,,52271998.0,ns,9
"day 3, part 2",,,,,52572710.0,ns,9
"day 3, part 2",,,,,46948308.0,ns,9
"day 3, part 2",,,,,47195468.0,ns,9
"day 3, part 2",,,,,53016971.0,ns,9
"day 3, part 2",,,,,46964978.0,ns,9
"day 3, part 2",,,,,64582532.0,ns,9
"day 3, part 2",,,,,69884426.0,ns,9
"day 3, part 2",,,,,60334475.0,ns,9
"day 3, part 2",,,,,49944578.0,ns,9
"day 3, part 2",,,,,47835128.0,ns,9
"day 3, part 2",,,,,48097593.0,ns,9
"day 3, part 2",,,,,48142977.0,ns,9
"day 3, part 2",,,,,47395758.0,ns,9
"day 3, part 2",,,,,46354464.0,ns,9
"day 3, part 2",,,,,46809432.0,ns,9
"day 3, part 2",,,,,49787292.0,ns,9
"day 3, part 2",,,,,50683358.0,ns,9
"day 3, part 2",,,,,52887444.0,ns,9
"day 3, part 2",,,,,58138552.0,ns,9
"day 3, part 2",,,,,59283287.0,ns,9
"day 3, part 2",,,,,47798427.0,ns,9
"day 3, part 2",,,,,49853299.0,ns,9
"day 3, part 2",,,,,53086520.0,ns,9
"day 3, part 2",,,,,48958056.0,ns,9
"day 3, part 2",,,,,49079522.0,ns,9
"day 3, part 2",,,,,50820025.0,ns,9
"day 3, part 2",,,,,51138257.0,ns,9
"day 3, part 2",,,,,50062236.0,ns,9
"day 3, part 2",,,,,49220212.0,ns,9
"day 3, part 2",,,,,49518760.0,ns,9
"day 3, part 2",,,,,47826337.0,ns,9
"day 3, part 2",,,,,49103981.0,ns,9
"day 3, part 2",,,,,47713338.0,ns,9
"day 3, part 2",,,,,65076175.0,ns,9
"day 3, part 2",,,,,55891883.0,ns,9
"day 3, part 2",,,,,48658877.0,ns,9
"day 3, part 2",,,,,49067410.0,ns,9
"day 3, part 2",,,,,48294155.0,ns,9
"day 3, part 2",,,,,52648063.0,ns,9
"day 3, part 2",,,,,51193234.0,ns,9
"day 3, part 2",,,,,53170630.0,ns,9
"day 3, part 2",,,,,56869144.0,ns,9
"day 3, part 2",,,,,56560349.0,ns,9
"day 3, part 2",,,,,47747149.0,ns,9
"day 3, part 2",,,,,56049209.0,ns,9
"day 3, part 2",,,,,46962506.0,ns,9
"day 3, part 2",,,,,46318797.0,ns,9
"day 3, part 2",,,,,46349355.0,ns,9
"day 3, part 2",,,,,47660943.0,ns,9
"day 3, part 2",,,,,46943502.0,ns,9
"day 3, part 2",,,,,46251328.0,ns,9
"day 3, part 2",,,,,50809019.0,ns,9
"day 3, part 2",,,,,48031604.0,ns,9
"day 3, part 2",,,,,47043782.0,ns,9
"day 3, part 2",,,,,47089104.0,ns,9
"day 3, part 2",,,,,46665315.0,ns,9
"day 3, part 2",,,,,46410383.0,ns,9
"day 3, part 2",,,,,51188845.0,ns,9
"day 3, part 2",,,,,56481732.0,ns,9
"day 3, part 2",,,,,59897425.0,ns,9
"day 3, part 2",,,,,45616061.0,ns,9
"day 3, part 2",,,,,54814206.0,ns,9
"day 3, part 2",,,,,54674171.0,ns,9
"day 3, part 2",,,,,57104719.0,ns,9
"day 3, part 2",,,,,53282519.0,ns,9
"day 3, part 2",,,,,53950974.0,ns,9
"day 3, part 2",,,,,47590647.0,ns,9
"day 3, part 2",,,,,47478873.0,ns,9
"day 3, part 2",,,,,48050411.0,ns,9
"day 3, part 2",,,,,46771921.0,ns,9
"day 3, part 2",,,,,45684171.0,ns,9
"day 3, part 2",,,,,49137038.0,ns,9
"day 3, part 2",,,,,47699795.0,ns,9
"day 3, part 2",,,,,61502422.0,ns,9
"day 3, part 2",,,,,69859507.0,ns,9
"day 3, part 2",,,,,68644574.0,ns,9
"day 3, part 2",,,,,68523920.0,ns,9
"day 3, part 2",,,,,51832775.0,ns,9
