group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
"day 1, part 1",,,,,1080935.0,ns,63
"day 1, part 1",,,,,2047727.0,ns,126
"day 1, part 1",,,,,4183607.0,ns,189
"day 1, part 1",,,,,6001171.0,ns,252
"day 1, part 1",,,,,4847449.0,ns,315
"day 1, part 1",,,,,5829996.0,ns,378
"day 1, part 1",,,,,6059452.0,ns,441
"day 1, part 1",,,,,7334031.0,ns,504
"day 1, part 1",,,,,8705614.0,ns,567
"day 1, part 1",,,,,10668384.0,ns,630
"day 1, part 1",,,,,10195366.0,ns,693
"day 1, part 1",,,,,12390343.0,ns,756
"day 1, part 1",,,,,12738736.0,ns,819
"day 1, part 1",,,,,14358961.0,ns,882
"day 1, part 1",,,,,13773019.0,ns,945
"day 1, part 1",,,,,14216565.0,ns,1008
"day 1, part 1",,,,,16985037.0,ns,1071
"day 1, part 1",,,,,17473135.0,ns,1134
"day 1, part 1",,,,,22498413.0,ns,1197
"day 1, part 1",,,,,21645511.0,ns,1260
"day 1, part 1",,,,,19849547.0,ns,1323
"day 1, part 1",,,,,22459442.0,ns,1386
"day 1, part 1",,,,,23432515.0,ns,1449
"day 1, part 1",,,,,24505435.0,ns,1512
"day 1, part 1",,,,,23727671.0,ns,1575
"day 1, part 1",,,,,24738440.0,ns,1638
"day 1, part 1",,,,,26207347.0,ns,1701
"day 1, part 1",,,,,27717932.0,ns,1764
"day 1, part 1",,,,,27363539.0,ns,1827
"day 1, part 1",,,,,29717502.0,ns,1890
"day 1, part 1",,,,,29269336.0,ns,1953
"day 1, part 1",,,,,30579665.0,ns,2016
"day 1, part 1",,,,,30470787.0,ns,2079
"day 1, part 1",,,,,32628410.0,ns,2142
"day 1, part 1",,,,,36632609.0,ns,2205
"day 1, part 1",,,,,41461502.0,ns,2268
"day 1, part 1",,,,,42434649.0,ns,2331
"day 1, part 1",,,,,40948479.0,ns,2394
"day 1, part 1",,,,,52427843.0,ns,2457
"day 1, part 1",,,,,37269700.0,ns,2520
"day 1, part 1",,,,,39045455.0,ns,2583
"day 1, part 1",,,,,40292430.0,ns,2646
"day 1, part 1",,,,,40605451.0,ns,2709
"day 1, part 1",,,,,41125082.0,ns,2772
"day 1, part 1",,,,,44691078.0,ns,2835
"day 1, part 1",,,,,41930940.0,ns,2898
"day 1, part 1",,,,,44355833.0,ns,2961
"day 1, part 1",,,,,45532820.0,ns,3024
"day 1, part 1",,,,,48398699.0,ns,3087
"day 1, part 1",,,,,51168739.0,ns,3150
"day 1, part 1",,,,,48366859.0,ns,3213
"day 1, part 1",,,,,50140759.0,ns,3276
"day 1, part 1",,,,,49835323.0,ns,3339
"day 1, part 1",,,,,51101760.0,ns,3402
"day 1, part 1",,,,,51581397.0,ns,3465
"day 1, part 1",,,,,53050509.0,ns,3528
"day 1, part 1",,,,,53919142.0,ns,3591
"day 1, part 1",,,,,54046447.0,ns,3654
"day 1, part 1",,,,,67137834.0,ns,3717
"day 1, part 1",,,,,66268278.0,ns,3780
"day 1, part 1",,,,,60120551.0,ns,3843
"day 1, part 1",,,,,57759178.0,ns,3906
"day 1, part 1",,,,,60070534.0,ns,3969
"day 1, part 1",,,,,63255797.0,ns,4032
"day 1, part 1",,,,,73376727.0,ns,4095
"day 1, part 1",,,,,72146432.0,ns,4158
"day 1, part 1",,,,,72067199.0,ns,4221
"day 1, part 1",,,,,71838761.0,ns,4284
"day 1, part 1",,,,,72567944.0,ns,4347
"day 1, part 1",,,,,72610687.0,ns,4410
"day 1, part 1",,,,,71522121.0,ns,4473
"day 1, part 1",,,,,70865923.0,ns,4536
"day 1, part 1",,,,,71625444.0,ns,4599
"day 1, part 1",,,,,73360364.0,ns,4662
"day 1, part 1",,,,,86139293.0,ns,4725
"day 1, part 1",,,,,80120776.0,ns,4788
"day 1, part 1",,,,,76232723.0,ns,4851
"day 1, part 1",,,,,73351826.0,ns,4914
"day 1, part 1",,,,,74005615.0,ns,4977
"day 1, part 1",,,,,75286629.0,ns,5040
"day 1, part 1",,,,,76774048.0,ns,5103
"day 1, part 1",,,,,77744795.0,ns,5166
"day 1, part 1",,,,,88364900.0,ns,5229
"day 1, part 1",,,,,88468558.0,ns,5292
"day 1, part 1",,,,,81891352.0,ns,5355
"day 1, part 1",,,,,81340882.0,ns,5418
"day 1, part 1",,,,,87561370.0,ns,5481
"day 1, part 1",,,,,86057426.0,ns,5544
"day 1, part 1",,,,,97691608.0,ns,5607
"day 1, part 1",,,,,87673176.0,ns,5670
"day 1, part 1",,,,,85826331.0,ns,5733
"day 1, part 1",,,,,86600118.0,ns,5796
"day 1, part 1",,,,,88710667.0,ns,5859
"day 1, part 1",,,,,89872434.0,ns,5922
"day 1, part 1",,,,,87992155.0,ns,5985
"day 1, part 1",,,,,91315212.0,ns,6048
"day 1, part 1",,,,,91107677.0,ns,6111
"day 1, part 1",,,,,94209870.0,ns,6174
"day 1, part 1",,,,,97432745.0,ns,6237
"day 1, part 1",,,,,99388654.0,ns,6300
